Cluster ID,,title,org,id
7,1384,Der ‚Stachel des Digitalen‘ -  ein Anreiz zur Selbstreflexion in den Geisteswissenschaften? 2018,"Freie Universität Berlin, Deutschland, Institut für Philosophie",../dhd_2018/TEI/KRAEMER_Der_Stachel_des_Digitalen.xml__0
6,1385,Sprachliche Variation in der Germanistik: eine n-Gramm-basierte Stilanalyse 2018,"Universität Hamburg, Deutschland",../dhd_2018/TEI/ANDRESEN_Melanie_Sprachliche_Variation_in_der_Germanistik__e.xml__0
6,1386,Eine Fallstudie zur Annotation von Vagheit in Werken Dimitrie Cantemirs 2018,"Universität Hamburg, Deutschland",../dhd_2018/TEI/VERTAN_Cristina_Eine_Fallstudie_zur_Annotation_von_Vagheit_i.xml__0
6,1387,Eine Fallstudie zur Annotation von Vagheit in Werken Dimitrie Cantemirs 2018,"Universität Hamburg, Deutschland",../dhd_2018/TEI/VERTAN_Cristina_Eine_Fallstudie_zur_Annotation_von_Vagheit_i.xml__1
520,1388,"Lexikographie: Explizite und implizite Verortung in den Digital Humanities 
                     2018","Universität Hildesheim, Deutschland",../dhd_2018/TEI/LINDEMANN_David__Lexikographie__Explizite_und_implizite_Vero.xml__0
521,1389,"Lexikographie: Explizite und implizite Verortung in den Digital Humanities 
                     2018","Universität Hildesheim, Deutschland",../dhd_2018/TEI/LINDEMANN_David__Lexikographie__Explizite_und_implizite_Vero.xml__1
522,1390,"Lexikographie: Explizite und implizite Verortung in den Digital Humanities 
                     2018","Universität Hildesheim, Deutschland",../dhd_2018/TEI/LINDEMANN_David__Lexikographie__Explizite_und_implizite_Vero.xml__2
523,1391,Semantische Extraktion auf antiken Schriften am Beispiel von Keilschriftsprachen mithilfe semantischer Wörterbücher 2018,"Hochschule Mainz, Deutschland",../dhd_2018/TEI/HOMBURG_Timo_Semantische_Extraktion_auf_antiken_Schriften_am.xml__0
63,1392,Digital HUMANities - Eine benutzerzentrierte Perspektive 2018,"Donau Universität Krems, Österreich",../dhd_2018/TEI/MAYR_Eva_Digital_HUMANities___Eine_benutzerzentrierte_Perspe.xml__0
63,1393,Digital HUMANities - Eine benutzerzentrierte Perspektive 2018,"Donau Universität Krems, Österreich",../dhd_2018/TEI/MAYR_Eva_Digital_HUMANities___Eine_benutzerzentrierte_Perspe.xml__1
63,1394,Digital HUMANities - Eine benutzerzentrierte Perspektive 2018,"Donau Universität Krems, Österreich",../dhd_2018/TEI/MAYR_Eva_Digital_HUMANities___Eine_benutzerzentrierte_Perspe.xml__2
25,1395,"Burrows Zeta: Varianten und Evaluation 
                     2018","Universität Trier, Deutschland",../dhd_2018/TEI/SCH_CH_Christof_Burrows_Zeta__Varianten_und_Evaluation.xml__0
8,1396,"Burrows Zeta: Varianten und Evaluation 
                     2018","Universität Würzburg, Deutschland",../dhd_2018/TEI/SCH_CH_Christof_Burrows_Zeta__Varianten_und_Evaluation.xml__1
8,1397,"Burrows Zeta: Varianten und Evaluation 
                     2018","Universität Würzburg, Deutschland",../dhd_2018/TEI/SCH_CH_Christof_Burrows_Zeta__Varianten_und_Evaluation.xml__2
8,1398,"Burrows Zeta: Varianten und Evaluation 
                     2018","Universität Würzburg, Deutschland",../dhd_2018/TEI/SCH_CH_Christof_Burrows_Zeta__Varianten_und_Evaluation.xml__3
0,1399,Sentimentanalyse in unstrukturierten Texten (am Bsp. literaturgeschichtlicher Rezeptionsanalyse) 2018,"Universität Göttingen, Deutschland",../dhd_2018/TEI/DU_Keli_Sentimentanalyse_in_unstrukturierten_Texten__am_Bsp_.xml__0
0,1400,Sentimentanalyse in unstrukturierten Texten (am Bsp. literaturgeschichtlicher Rezeptionsanalyse) 2018,"Universität Göttingen, Deutschland",../dhd_2018/TEI/DU_Keli_Sentimentanalyse_in_unstrukturierten_Texten__am_Bsp_.xml__1
524,1401,Kritik der digitalen Vernunft 2018,"Black Mesa Technologies LLC, New Mexico",../dhd_2018/TEI/SPERBERG-MCQUEEN_Kritik_der_digitalen_Vernunft.xml__0
4,1402,Die Macht der Daten - vom konsequenten Umgang mit Forschungsdaten 2018,"Universität zu Köln, Deutschland",../dhd_2018/TEI/KRONENWETT_Simone_Die_Macht_der_Daten___vom_konsequenten_Umg.xml__0
4,1403,Die Macht der Daten - vom konsequenten Umgang mit Forschungsdaten 2018,"Universität zu Köln, Deutschland",../dhd_2018/TEI/KRONENWETT_Simone_Die_Macht_der_Daten___vom_konsequenten_Umg.xml__1
4,1404,Die Macht der Daten - vom konsequenten Umgang mit Forschungsdaten 2018,"Universität zu Köln, Deutschland",../dhd_2018/TEI/KRONENWETT_Simone_Die_Macht_der_Daten___vom_konsequenten_Umg.xml__2
4,1405,Die Macht der Daten - vom konsequenten Umgang mit Forschungsdaten 2018,"Universität zu Köln, Deutschland",../dhd_2018/TEI/KRONENWETT_Simone_Die_Macht_der_Daten___vom_konsequenten_Umg.xml__3
47,1406,Ground Truth: Grundwahrheit oder Ad-Hoc-Lösung? Wo stehen die Digital Humanities? 2018,"Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland",../dhd_2018/TEI/BOENIG_Matthias_Ground_Truth__Grundwahrheit_oder_Ad_Hoc_L_su.xml__0
82,1407,Ground Truth: Grundwahrheit oder Ad-Hoc-Lösung? Wo stehen die Digital Humanities? 2018,"Staatsbibliothek zu Berlin Preußischer Kulturbesitz, Deutschland",../dhd_2018/TEI/BOENIG_Matthias_Ground_Truth__Grundwahrheit_oder_Ad_Hoc_L_su.xml__1
48,1408,Ground Truth: Grundwahrheit oder Ad-Hoc-Lösung? Wo stehen die Digital Humanities? 2018,"Herzog August Bibliothek Wolfenbüttel, Deutschland",../dhd_2018/TEI/BOENIG_Matthias_Ground_Truth__Grundwahrheit_oder_Ad_Hoc_L_su.xml__2
82,1409,Ground Truth: Grundwahrheit oder Ad-Hoc-Lösung? Wo stehen die Digital Humanities? 2018,"Staatsbibliothek zu Berlin Preußischer Kulturbesitz, Deutschland",../dhd_2018/TEI/BOENIG_Matthias_Ground_Truth__Grundwahrheit_oder_Ad_Hoc_L_su.xml__3
47,1410,Ground Truth: Grundwahrheit oder Ad-Hoc-Lösung? Wo stehen die Digital Humanities? 2018,"Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland",../dhd_2018/TEI/BOENIG_Matthias_Ground_Truth__Grundwahrheit_oder_Ad_Hoc_L_su.xml__4
5,1411,CorpusExplorer v2.0 - Seminartauglich in einem halben Tag 2018,"Universität Kassel, Deutschland",../dhd_2018/TEI/R_DIGER_Jan_Oliver_CorpusExplorer_v2_0___Seminartauglich_in_.xml__0
82,1412,"BeWeB-3D – Zur Digitalisierung interaktiver Buchobjekte 
                     2018","Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Deutschland",../dhd_2018/TEI/HUG_Marius__BeWeB_3D___Zur_Digitalisierung_interaktiver_Buch.xml__0
3,1413,Digitale Methoden sind weder digital noch innovativ 2018,"Universität Graz, Österreich",../dhd_2018/TEI/RAUNIG_Michael_Digitale_Methoden_sind_weder_digital_noch_inn.xml__0
3,1414,Digitale Methoden sind weder digital noch innovativ 2018,"Universität Graz, Österreich",../dhd_2018/TEI/RAUNIG_Michael_Digitale_Methoden_sind_weder_digital_noch_inn.xml__1
73,1415,"Rechtsfragen in DH-Projekten: Alles, was man wissen muss 2018","ACDH-ÖAW, Österreichische Akademie der Wissenschaften, Österreich",../dhd_2018/TEI/SCHOLGER_Walter_Rechtsfragen_in_DH_Projekten__Alles__was_man.xml__0
525,1416,"Rechtsfragen in DH-Projekten: Alles, was man wissen muss 2018","L'Université Paris Descartes, Frankreich",../dhd_2018/TEI/SCHOLGER_Walter_Rechtsfragen_in_DH_Projekten__Alles__was_man.xml__1
526,1417,"Rechtsfragen in DH-Projekten: Alles, was man wissen muss 2018","ZIM-ACDH, Universität Graz, Österreich",../dhd_2018/TEI/SCHOLGER_Walter_Rechtsfragen_in_DH_Projekten__Alles__was_man.xml__2
527,1418,Text Mining und Computersimulation zur Analyse autobiographischer Texte: Einflüsse auf das literarische Schaffen Klaus Manns 2018,Trier Center for Digital Humanities (TCDH),../dhd_2018/TEI/LEBHERZ_Daniel_Text_Mining_und_Computersimulation_zur_Analys.xml__0
25,1419,Text Mining und Computersimulation zur Analyse autobiographischer Texte: Einflüsse auf das literarische Schaffen Klaus Manns 2018,Universität Trier,../dhd_2018/TEI/LEBHERZ_Daniel_Text_Mining_und_Computersimulation_zur_Analys.xml__1
528,1420,Text Mining und Computersimulation zur Analyse autobiographischer Texte: Einflüsse auf das literarische Schaffen Klaus Manns 2018,Center for Informatics Research and Technology (CIRT),../dhd_2018/TEI/LEBHERZ_Daniel_Text_Mining_und_Computersimulation_zur_Analys.xml__2
25,1421,Text Mining und Computersimulation zur Analyse autobiographischer Texte: Einflüsse auf das literarische Schaffen Klaus Manns 2018,Universität Trier,../dhd_2018/TEI/LEBHERZ_Daniel_Text_Mining_und_Computersimulation_zur_Analys.xml__3
529,1422,Text Mining und Computersimulation zur Analyse autobiographischer Texte: Einflüsse auf das literarische Schaffen Klaus Manns 2018,Center for Informatics Research and Technology (CIRT),../dhd_2018/TEI/LEBHERZ_Daniel_Text_Mining_und_Computersimulation_zur_Analys.xml__4
25,1423,Text Mining und Computersimulation zur Analyse autobiographischer Texte: Einflüsse auf das literarische Schaffen Klaus Manns 2018,Universität Trier,../dhd_2018/TEI/LEBHERZ_Daniel_Text_Mining_und_Computersimulation_zur_Analys.xml__5
36,1424,"Research Software Engineering und Digital Humanities. Reflexion, Kartierung, Organisation. 2018","Akademie der Wissenschaften und der Literatur Mainz, Deutschland",../dhd_2018/TEI/SCHRADE_Torsten_Research_Software_Engineering_und_Digital_Hu.xml__0
47,1425,"Research Software Engineering und Digital Humanities. Reflexion, Kartierung, Organisation. 2018","Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland",../dhd_2018/TEI/SCHRADE_Torsten_Research_Software_Engineering_und_Digital_Hu.xml__1
77,1426,"Research Software Engineering und Digital Humanities. Reflexion, Kartierung, Organisation. 2018","Humboldt-Universität zu Berlin, Deutschland",../dhd_2018/TEI/SCHRADE_Torsten_Research_Software_Engineering_und_Digital_Hu.xml__2
530,1427,TEIHencer - Enhance your TEI-Documents 2018,"ACDH, Österreich",../dhd_2018/TEI/ANDORFER_Peter_TEIHencer___Enhance_your_TEI_Documents.xml__0
531,1428,TEIHencer - Enhance your TEI-Documents 2018,Österreichische Nationalbibliothek,../dhd_2018/TEI/ANDORFER_Peter_TEIHencer___Enhance_your_TEI_Documents.xml__1
6,1429,SANTA: Systematische Analyse Narrativer Texte durch Annotation 2018,"Universität Hamburg, Deutschland",../dhd_2018/TEI/REITER_Nils_SANTA__Systematische_Analyse_Narrativer_Texte_du.xml__0
14,1430,SANTA: Systematische Analyse Narrativer Texte durch Annotation 2018,"Universität Stuttgart, Deutschland",../dhd_2018/TEI/REITER_Nils_SANTA__Systematische_Analyse_Narrativer_Texte_du.xml__1
56,1431,SANTA: Systematische Analyse Narrativer Texte durch Annotation 2018,"Max-Planck-Institut für Informatik, Saarbrücken, Deutschland",../dhd_2018/TEI/REITER_Nils_SANTA__Systematische_Analyse_Narrativer_Texte_du.xml__2
14,1432,SANTA: Systematische Analyse Narrativer Texte durch Annotation 2018,"Universität Stuttgart, Deutschland",../dhd_2018/TEI/REITER_Nils_SANTA__Systematische_Analyse_Narrativer_Texte_du.xml__3
12,1433,Denkmalpflege in der DDR. Analoge Netzwerke digital – Chancen und Möglichkeiten 2018,"Technische Universität Berlin, Deutschland",../dhd_2018/TEI/KLEMSTEIN_Franziska_Denkmalpflege_in_der_DDR__Analoge_Netzwe.xml__0
6,1434,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__0
6,1435,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__1
38,1436,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,"Hochschule für angewandte Wissenschaften, Hamburg",../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__2
38,1437,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,"Hochschule für angewandte Wissenschaften, Hamburg",../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__3
6,1438,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__4
6,1439,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__5
6,1440,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__6
79,1441,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Bergische Universität Wuppertal,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__7
6,1442,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__8
18,1443,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Technische Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__9
6,1444,hermA. Zur Rolle von Annotationen in hermeneutischen Prozessen 2018,Universität Hamburg,../dhd_2018/TEI/GIUS_Evelyn_hermA__Zur_Rolle_von_Annotationen_in_hermeneutis.xml__10
532,1445,Showtime – sehen und gesehen werden! Erzeugung semantischer (Spiel-)Räume für kollaboratives Arbeiten mit multimedialen Annotationen im Mehrdimensionalen 2020,"Institut für Digital Humanities, Universität zu Köln, Deutschland",../dhd_2020/TEI/210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze.xml__0
533,1446,Showtime – sehen und gesehen werden! Erzeugung semantischer (Spiel-)Räume für kollaboratives Arbeiten mit multimedialen Annotationen im Mehrdimensionalen 2020,"Institut für Digital Humanities, Universität zu Köln, Deutschland",../dhd_2020/TEI/210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze.xml__1
534,1447,Showtime – sehen und gesehen werden! Erzeugung semantischer (Spiel-)Räume für kollaboratives Arbeiten mit multimedialen Annotationen im Mehrdimensionalen 2020,"Institut für Digital Humanities, Universität zu Köln, Deutschland",../dhd_2020/TEI/210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze.xml__2
535,1448,Showtime – sehen und gesehen werden! Erzeugung semantischer (Spiel-)Räume für kollaboratives Arbeiten mit multimedialen Annotationen im Mehrdimensionalen 2020,"Institut für Digital Humanities, Universität zu Köln, Deutschland",../dhd_2020/TEI/210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze.xml__3
536,1449,Showtime – sehen und gesehen werden! Erzeugung semantischer (Spiel-)Räume für kollaboratives Arbeiten mit multimedialen Annotationen im Mehrdimensionalen 2020,"Institut für Digital Humanities, Universität zu Köln, Deutschland",../dhd_2020/TEI/210_final-WIENERS_Jan_Gerrit_Showtime___sehen_und_gesehen_werden__Erze.xml__4
47,1450,Volltexttransformation frühneuzeitlicher Drucke – Ergebnisse und Perspektiven des OCR-D-Projekts 2020,"Berlin-Brandenburgische Akademie der Wissenschaften, Deutschland",../dhd_2020/TEI/178_final-ENGL_Elisabeth_Volltexttransformation_fr_hneuzeitlicher_Druc.xml__0
48,1451,Volltexttransformation frühneuzeitlicher Drucke – Ergebnisse und Perspektiven des OCR-D-Projekts 2020,"Herzog-August-Bibliothek Wolfenbüttel, Deutschland",../dhd_2020/TEI/178_final-ENGL_Elisabeth_Volltexttransformation_fr_hneuzeitlicher_Druc.xml__1
82,1452,Volltexttransformation frühneuzeitlicher Drucke – Ergebnisse und Perspektiven des OCR-D-Projekts 2020,"Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Deutschland",../dhd_2020/TEI/178_final-ENGL_Elisabeth_Volltexttransformation_fr_hneuzeitlicher_Druc.xml__2
62,1453,Volltexttransformation frühneuzeitlicher Drucke – Ergebnisse und Perspektiven des OCR-D-Projekts 2020,Karlsruher Institut für Technologie,../dhd_2020/TEI/178_final-ENGL_Elisabeth_Volltexttransformation_fr_hneuzeitlicher_Druc.xml__3
82,1454,Volltexttransformation frühneuzeitlicher Drucke – Ergebnisse und Perspektiven des OCR-D-Projekts 2020,"Staatsbibliothek zu Berlin - Preußischer Kulturbesitz, Deutschland",../dhd_2020/TEI/178_final-ENGL_Elisabeth_Volltexttransformation_fr_hneuzeitlicher_Druc.xml__4
40,1455,"Differenz und Ähnlichkeit in der computergestützten Filiation von Renaissancemusik. 
 Zur datenbasierten Evaluation von Substitutionsmodellen mithilfe von Surrogatdaten 2020","Max Weber Stiftung, Deutschland",../dhd_2020/TEI/204_final-PLAKSIN_Anna_Differenz_und__hnlichkeit_in_der_computergest_t.xml__0
3,1456,Erweiterung eines Forschungsdaten- repositoriums um ein Modul für die Nachnutzbarkeit und Analyse von Textressourcen 2020,"Universität Graz, Österreich",../dhd_2020/TEI/251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito.xml__0
3,1457,Erweiterung eines Forschungsdaten- repositoriums um ein Modul für die Nachnutzbarkeit und Analyse von Textressourcen 2020,"Universität Graz, Österreich",../dhd_2020/TEI/251_final-SCHNEIDER_Gerlinde_Erweiterung_eines_Forschungsdatenreposito.xml__1
537,1458,"Linked Ogham Stones – Semantische Modellierung und prototypische Analyse irischer Ogham-Inschriften 
 2020","Hochschule Mainz, Deutschland",../dhd_2020/TEI/166_final-HOMBURG_Timo_____Linked_Ogham_Stones___Semantische_Modellier.xml__0
538,1459,"Linked Ogham Stones – Semantische Modellierung und prototypische Analyse irischer Ogham-Inschriften 
 2020","Mainzer Zentrum für Digitalität in den Geistes- und Kulturwissenschaften, Deutschland",../dhd_2020/TEI/166_final-HOMBURG_Timo_____Linked_Ogham_Stones___Semantische_Modellier.xml__1
1,1460,Sprachvarietäten- abhängige Terminologie in der neuronalen maschinellen Übersetzung: Eine Analyse in der Sprachrichtung Englisch-Deutsch mit Schwerpunkt auf der österreichischen Varietät der deutschen Sprache 2020,"Universität Wien, Österreich",../dhd_2020/TEI/269_final-HEINISCH_Barbara_Sprachvariet_tenabh_ngige_Terminologie_in_d.xml__0
539,1461,"Diskursive Strukturen als öffentliche Spielräume in Graphenstrukturen. Konzeption, Modellierung und Auswertung ideengeschichtlicher Netzwerke am Beispiel der Spätaufklärung im Fürstentum Lippe 2020","Universität Münster, Deutschland",../dhd_2020/TEI/279_final-SCHNEIDER_Philipp_Diskursive_Strukturen_als__ffentliche_Spie.xml__0
540,1462,"Early Stage Digital Medievalist Subcommittee. 
 Vernetzen, entgrenzen, Spielräume schaffen 2020","KNAW Huygens ING, Amsterdam",../dhd_2020/TEI/242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml__0
33,1463,"Early Stage Digital Medievalist Subcommittee. 
 Vernetzen, entgrenzen, Spielräume schaffen 2020",Universität Utrecht,../dhd_2020/TEI/242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml__1
23,1464,"Early Stage Digital Medievalist Subcommittee. 
 Vernetzen, entgrenzen, Spielräume schaffen 2020",Universität zu Köln,../dhd_2020/TEI/242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml__2
51,1465,"Early Stage Digital Medievalist Subcommittee. 
 Vernetzen, entgrenzen, Spielräume schaffen 2020",Cologne Center for eHumanities,../dhd_2020/TEI/242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml__3
79,1466,"Early Stage Digital Medievalist Subcommittee. 
 Vernetzen, entgrenzen, Spielräume schaffen 2020",Bergische Universität Wuppertal,../dhd_2020/TEI/242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml__4
48,1467,"Early Stage Digital Medievalist Subcommittee. 
 Vernetzen, entgrenzen, Spielräume schaffen 2020",Herzog August Bibliothek Wolfenbüttel,../dhd_2020/TEI/242_final-BUSCH_Hannah_Early_Stage_Digital_Medievalist_Subcommittee.xml__5
91,1468,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Fachhochschule Potsdam,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__0
91,1469,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Fachhochschule Potsdam,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__1
541,1470,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Heinrich-Heine-Universität Düsseldorf,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__2
542,1471,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Heinrich-Heine-Universität Düsseldorf,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__3
543,1472,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,"Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI), Berlin",../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__4
78,1473,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Humboldt Universität Berlin,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__5
82,1474,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Staatsbibliothek Berlin,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__6
78,1475,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Humboldt Universität Berlin,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__7
544,1476,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,"Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI), Berlin",../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__8
82,1477,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Staatsbibliothek Berlin,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__9
82,1478,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,Staatsbibliothek Berlin,../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__10
545,1479,SoNAR (IDH): Datenschnittstellen für historische Netzwerkanalyse 2020,"Deutsches Forschungszentrum für Künstliche Intelligenz (DFKI), Berlin",../dhd_2020/TEI/207_final-HALLING_Thorsten_SoNAR__IDH___Datenschnittstellen_f_r_histor.xml__11
2,1480,"Zu den Anforderungen einer musikalischen Stilometrie 
 2020","Universität Paderborn, Deutschland",../dhd_2020/TEI/286_final-KEPPER_Johannes_Zu_den_Anforderungen_einer_musikalischen_Sti.xml__0
546,1481,"Digital Humanities from Scratch 
 2020","Leopoldina, Halle (Saale)",../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__0
40,1482,"Digital Humanities from Scratch 
 2020","Max Weber Stiftung, Bonn",../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__1
94,1483,"Digital Humanities from Scratch 
 2020",HTWK Leipzig,../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__2
95,1484,"Digital Humanities from Scratch 
 2020",Ruhr-Universität Bochum,../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__3
81,1485,"Digital Humanities from Scratch 
 2020",Steinheim-Institut,../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__4
27,1486,"Digital Humanities from Scratch 
 2020",Universität Erfurt,../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__5
7,1487,"Digital Humanities from Scratch 
 2020",Freie Universität Berlin,../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__6
34,1488,"Digital Humanities from Scratch 
 2020","Leibniz-Institut für Europäische Geschichte, Mainz",../dhd_2020/TEI/197_final-ROEDER_Torsten_Digital_Humanities_from_Scratch.xml__7
547,1489,„The Vectorian“ – Eine parametrisierbare Suchmaschine für intertextuelle Referenzen 2020,"Computational Humanities Group, Universität Leipzig",../dhd_2020/TEI/187_final-BURGHARDT_Manuel__The_Vectorian____Eine_parametrisierbare_Su.xml__0
548,1490,„The Vectorian“ – Eine parametrisierbare Suchmaschine für intertextuelle Referenzen 2020,"Computational Humanities Group, Universität Leipzig",../dhd_2020/TEI/187_final-BURGHARDT_Manuel__The_Vectorian____Eine_parametrisierbare_Su.xml__1
549,1491,"Ikonizität als Erkenntnismittel – Vollständigkeit, Verständlichkeit und Kontextualisierung als Grundprinzipien der Visualisierung 2020",Leuphana Universität Lüneburg,../dhd_2020/TEI/128_final-FREYBERG_Linda_Ikonizit_t_als_Erkenntnismittel___Vollst_ndig.xml__0
91,1492,"Ikonizität als Erkenntnismittel – Vollständigkeit, Verständlichkeit und Kontextualisierung als Grundprinzipien der Visualisierung 2020","Fachhochschule Potsdam, Deutschland",../dhd_2020/TEI/128_final-FREYBERG_Linda_Ikonizit_t_als_Erkenntnismittel___Vollst_ndig.xml__1
6,1493,Interpretations- spielräume. Undogmatisches Annotieren literarischer Texte in CATMA 6 2020,"Universität Hamburg, Deutschland",../dhd_2020/TEI/143_final-HORSTMANN_Jan_Interpretationsspielr_ume__Undogmatisches_Anno.xml__0
6,1494,Interpretations- spielräume. Undogmatisches Annotieren literarischer Texte in CATMA 6 2020,"Universität Hamburg, Deutschland",../dhd_2020/TEI/143_final-HORSTMANN_Jan_Interpretationsspielr_ume__Undogmatisches_Anno.xml__1
23,1495,"Geisteswissenschaftliches Forschungsdatenmanage- ment in der Lehre – Konzepte, Methoden, Erfahrungen 2020","Universität zu Köln, Cologne Center for eHumanities (CCeH)",../dhd_2020/TEI/154_final-HELLING_Patrick_Geisteswissenschaftliches_Forschungsdatenman.xml__0
550,1496,"Geisteswissenschaftliches Forschungsdatenmanage- ment in der Lehre – Konzepte, Methoden, Erfahrungen 2020","Universität zu Köln, Data Center for the Humanities (DCH)",../dhd_2020/TEI/154_final-HELLING_Patrick_Geisteswissenschaftliches_Forschungsdatenman.xml__1
551,1497,"Geisteswissenschaftliches Forschungsdatenmanage- ment in der Lehre – Konzepte, Methoden, Erfahrungen 2020","Universität zu Köln, Data Center for the Humanities (DCH)",../dhd_2020/TEI/154_final-HELLING_Patrick_Geisteswissenschaftliches_Forschungsdatenman.xml__2
